code,name,class_type,parent_code,predefined_type,definition
IfcSurfaceFeatureLINEMARKING,Line Marking,Class,IfcSurfaceFeature,LINEMARKING,"2D lines painted on pavement surfaces to form boundaries, centrelines and edge markings."
IfcSurfaceFeatureMARK,Mark,Class,IfcSurfaceFeature,MARK,"A point, line, cross, or other mark, applied for example for easier adjustment of elements during assembly."
IfcSurfaceFeatureNONSKIDSURFACING,Nonskid Surfacing,Class,IfcSurfaceFeature,NONSKIDSURFACING,Paint or surfacing to prevent sliding or skidding.
IfcSurfaceFeaturePAVEMENTSURFACEMARKING,Pavement Surface Marking,Class,IfcSurfaceFeature,PAVEMENTSURFACEMARKING,Painted or chemical lines or symbols on the surface of pavements (a road or paved area)
IfcSurfaceFeatureRUMBLESTRIP,Rumble Strip,Class,IfcSurfaceFeature,RUMBLESTRIP,"Raised and often textured strips on road center line or on shoulder, or across lanes to alert drivers by vibration and noise. Also Jiggle bars."
IfcSurfaceFeatureSYMBOLMARKING,Symbol Marking,Class,IfcSurfaceFeature,SYMBOLMARKING,"Surface markings that convey information in the form of symbols and shapes such as arrows, text or pictorial symbols."
IfcSurfaceFeatureTAG,Tag,Class,IfcSurfaceFeature,TAG,"A name tag, which allows to identify an element during production, delivery and assembly. May be manufactured in different ways, e.g. by printing or punching the tracking code onto the element or by attaching an actual tag."
IfcSurfaceFeatureTRANSVERSERUMBLESTRIP,Transverse Rumble Strip,Class,IfcSurfaceFeature,TRANSVERSERUMBLESTRIP,[[Type]] of rumble strip running across lane(s).
IfcSurfaceFeatureTREATMENT,Treatment,Class,IfcSurfaceFeature,TREATMENT,"A subtractive surface feature, e.g. grinding, or an additive surface feature, e.g. coating, or an impregnating treatment, or a series of any of these kinds of treatments."
IfcSwitchingDevice,Switching Device,Class,IfcFlowController,,A switch is used in a cable distribution system (electrical circuit) to control or modulate the flow of electricity.
IfcSwitchingDeviceCONTACTOR,Contact or,Class,IfcSwitchingDevice,CONTACTOR,An electrical device used to control the flow of power in a circuit on or off.
IfcSwitchingDeviceDIMMERSWITCH,Dimmer Switch,Class,IfcSwitchingDevice,DIMMERSWITCH,"A dimmer switch has variable positions, and may adjust electrical power or other setting (according to the switched port type)."
IfcSwitchingDeviceEMERGENCYSTOP,Emergency Stop,Class,IfcSwitchingDevice,EMERGENCYSTOP,An emergency stop device acts to remove as quickly as possible any danger that may have arisen unexpectedly.
IfcSwitchingDeviceKEYPAD,Key Pad,Class,IfcSwitchingDevice,KEYPAD,"A set of buttons or switches, each potentially applicable to a different device."
IfcSwitchingDeviceMOMENTARYSWITCH,Momentary Switch,Class,IfcSwitchingDevice,MOMENTARYSWITCH,"A momentary switch has no position, and may trigger some action to occur."
IfcSwitchingDeviceRELAY,Relay,Class,IfcSwitchingDevice,RELAY,"A device designed to produce sudden predetermined changes in one or more electric output circuits, when certain conditions are fulfilled in the electric input circuits controlling the device.;definition from IEC 60050 151-13-31."
IfcSwitchingDeviceSELECTORSWITCH,Selector Switch,Class,IfcSwitchingDevice,SELECTORSWITCH,"A selector switch has multiple positions, and may change the source or level of power or other setting (according to the switched port type)."
IfcSwitchingDeviceSTARTER,Starter,Class,IfcSwitchingDevice,STARTER,A starter is a switch which in the closed position controls the application of power to an electrical device.
IfcSwitchingDeviceSTART_AND_STOP_EQUIPMENT,Start and Stop Equipment,Class,IfcSwitchingDevice,START_AND_STOP_EQUIPMENT,A switch for alternatively closing and opening one or more electric circuits.
IfcSwitchingDeviceSWITCHDISCONNECTOR,Switch Disconnector,Class,IfcSwitchingDevice,SWITCHDISCONNECTOR,A switch disconnector is a switch which in the open position satisfies the isolating requirements specified for a disconnector.
IfcSwitchingDeviceTOGGLESWITCH,Toggle Switch,Class,IfcSwitchingDevice,TOGGLESWITCH,"A toggle switch has two positions, and may enable or isolate electrical power or other setting (according to the switched port type)."
IfcSystem,System,Class,IfcGroup,,"A system is an organized combination of related parts within an AEC product, composed for a common purpose or function or to provide a service. A system is essentially a functionally related aggregation of products. The grouping relationship to one or several instances of [[IfcProduct]] (the system members) is handled by IfcRelAssignsToGroup."
IfcSystemFurnitureElement,System Furniture Element,Class,IfcFurnishingElement,,A system furniture element defines components of modular furniture which are not directly placed in a building structure but aggregated inside furniture.
IfcSystemFurnitureElementPANEL,Panel,Class,IfcSystemFurnitureElement,PANEL,Vertical panel used to divide work spaces.
IfcSystemFurnitureElementSUBRACK,Subrack,Class,IfcSystemFurnitureElement,SUBRACK,A subrack is a part of technical cabinet which is used to store and mount pluggable electric subunits.
IfcSystemFurnitureElementWORKSURFACE,Work Surface,Class,IfcSystemFurnitureElement,WORKSURFACE,Workstation countertop.
IfcTank,Tank,Class,IfcFlowStorageDevice,,A tank is a vessel or container in which a fluid or gas is stored for later use.
IfcTankBASIN,Basin,Class,IfcTank,BASIN,An arbitrary open tank type.
IfcTankBREAKPRESSURE,Break Pressure,Class,IfcTank,BREAKPRESSURE,"An open container that breaks the hydraulic pressure in a distribution system, typically located between the fluid reservoir and the fluid supply points. A typical break pressure tank allows the flow to discharge into the atmosphere, thereby reducing its hydrostatic pressure to zero."
IfcTankEXPANSION,Expansion,Class,IfcTank,EXPANSION,"A closed container used in a closed fluid distribution system to mitigate the effects of thermal expansion or water hammer. The tank is typically constructed with a diaphragm dividing the tank into two sections, with fluid on one side of the diaphragm and air on the other. One example application is when connected to the primary circuit of a hot water system to accommodate the increase in volume of the water when it is heated."
IfcTankFEEDANDEXPANSION,Feed and Expansion,Class,IfcTank,FEEDANDEXPANSION,"An open tank that is used for both storage and thermal expansion. A typical example is a tank used to store make-up water at ambient pressure for supply to a hot water system, simultaneously accommodating increases in volume of the water when heated."
IfcTankOILRETENTIONTRAY,Oil Retention Tray,Class,IfcTank,OILRETENTIONTRAY,An open container for environmental protection and storage of chemical products.
IfcTankPRESSUREVESSEL,Pressure Vessel,Class,IfcTank,PRESSUREVESSEL,A closed container used for storing fluids or gases at a pressure different from the ambient pressure. A pressure vessel is typically rated by an authority having jurisdiction for the operational pressure.
IfcTankSTORAGE,Storage,Class,IfcTank,STORAGE,"An open or closed container used for storing a fluid at ambient pressure and from which it can be supplied to the fluid distribution system. There are many examples of storage tanks, such as potable water storage tanks, fuel storage tanks, etc."
IfcTankVESSEL,Vessel,Class,IfcTank,VESSEL,An arbitrary closed tank type.
IfcTask,Task,Class,IfcProcess,,An [[IfcTask]] is an identifiable unit of work to be carried out in a construction project.
IfcTaskADJUSTMENT,Adjustment,Class,IfcTask,ADJUSTMENT,Making changes to the physical configuration of something.
IfcTaskATTENDANCE,Attendance,Class,IfcTask,ATTENDANCE,Attendance or waiting on other things happening.
IfcTaskCALIBRATION,Calibration,Class,IfcTask,CALIBRATION,Making changes to the operational configuration of something.
IfcTaskCONSTRUCTION,Construction,Class,IfcTask,CONSTRUCTION,Constructing or building something.
IfcTaskDEMOLITION,Demolition,Class,IfcTask,DEMOLITION,Demolishing or breaking down something.
IfcTaskDISMANTLE,Dismantle,Class,IfcTask,DISMANTLE,Taking something apart carefully so that it can be recycled or reused.
IfcTaskDISPOSAL,Disposal,Class,IfcTask,DISPOSAL,Disposing or getting rid of something.
IfcTaskEMERGENCY,Emergency,Class,IfcTask,EMERGENCY,"Tasks required when responding to, or ensuring the ability to respond to, an emergency situation."
IfcTaskINSPECTION,Inspection,Class,IfcTask,INSPECTION,Check if something is installed and is operating within expected parameters.
IfcTaskINSTALLATION,Installation,Class,IfcTask,INSTALLATION,Installing something (equivalent to construction but more commonly used for engineering tasks).
IfcTaskLOGISTIC,Logistic,Class,IfcTask,LOGISTIC,Transportation or delivery of something.
IfcTaskMAINTENANCE,Maintenance,Class,IfcTask,MAINTENANCE,Tasks required to keep an object in good working order.
IfcTaskMOVE,Move,Class,IfcTask,MOVE,Moving things from one place to another.
IfcTaskOPERATION,Operation,Class,IfcTask,OPERATION,A procedure undertaken to start up the operation an artifact.
IfcTaskREMOVAL,Removal,Class,IfcTask,REMOVAL,Removal of an item from use and taking it from its place of use.
IfcTaskRENOVATION,Renovation,Class,IfcTask,RENOVATION,Bringing something to an 'as-new' state.
IfcTaskSAFETY,Safety,Class,IfcTask,SAFETY,Tasks required to ensure safe use of the object. For example electrical 'lock-out' instructions.
IfcTaskSHUTDOWN,Shutdown,Class,IfcTask,SHUTDOWN,"The set of tasks required for an orderly shut down without adverse impacts, typically applied to systems."
IfcTaskSTARTUP,Startup,Class,IfcTask,STARTUP,"The set of tasks required to begin or restart operation without adverse impacts, typically applied to systems."
IfcTaskTESTING,Testing,Class,IfcTask,TESTING,"The set of tasks required to evaluate the performance of an object, to ensure if something is installed and is operating within expected parameters."
IfcTaskTROUBLESHOOTING,Troubleshooting,Class,IfcTask,TROUBLESHOOTING,"The set of tasks required to diagnose commonly encountered performance problems, typically applied to element types and systems."
IfcTendon,Tendon,Class,IfcReinforcingElement,,"A tendon is a steel element such as a wire, cable, bar, rod, or strand used to impart prestress to concrete when the element is tensioned."
IfcTendonAnchor,Tendon Anchor,Class,IfcReinforcingElement,,A tendon anchor is the end connection for tendons in prestressed or posttensioned concrete.
IfcTendonAnchorCOUPLER,Coupler,Class,IfcTendonAnchor,COUPLER,The anchor is an intermediate device which connects two tendons.
IfcTendonAnchorFIXED_END,Fixed End,Class,IfcTendonAnchor,FIXED_END,The anchor fixes the end of a tendon.
IfcTendonAnchorTENSIONING_END,Tensioning End,Class,IfcTendonAnchor,TENSIONING_END,The anchor is used or can be used to prestress the tendon.
IfcTendonBAR,Bar,Class,IfcTendon,BAR,The tendon is configured as a bar.
IfcTendonCOATED,Coated,Class,IfcTendon,COATED,The tendon is coated.
IfcTendonConduit,Tendon Conduit,Class,IfcReinforcingElement,,A TendonConduit represents the components of the conduit system for tendons embedded in concrete structure.
IfcTendonConduitCOUPLER,Coupler,Class,IfcTendonConduit,COUPLER,A part to connect the conduits located in two different deck segments and related to the same tendon.
IfcTendonConduitDIABOLO,Diabolo,Class,IfcTendonConduit,DIABOLO,A part of tendon conduit associated to deviator.
IfcTendonConduitDUCT,Duct,Class,IfcTendonConduit,DUCT,"A Sleeve or duct is related to the thickness of the conduit depending on the conduit, either cast into the concrete structure or placed adjacent to it."
IfcTendonConduitGROUTING_DUCT,Grouting Duct,Class,IfcTendonConduit,GROUTING_DUCT,"An additional small conduit connected to the main conduit to allow grouting in case of bonded post-tensioning, such as Grout inlet, Grout outlet and Grout vent."
IfcTendonConduitTRUMPET,Trumpet,Class,IfcTendonConduit,TRUMPET,A specific part of conduit which has to be widened when reaching the tendon anchor because the strands are connected individually on the anchor.
